,tokens,ner_tags
5311,"['Meshuggah', '—', ""''TBA"", ""''""]","['O', 'O', 'O', 'O']"
5312,"['кафка:', 'Kafka']","['O', 'O']"
5313,"['""', 'Гуси́ный', 'лук', 'зерни́стый', '""', '(', ')', '-', 'вид', 'однодольных', 'растений', 'рода', 'семейства', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5314,"['Действие', 'происходит', 'в', 'Москве', ',', 'в', 'новостройке', '.']","['O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O']"
5315,"['(рИУЕкИУ)аЧлЫбаКьзыаРщБб', 'ЁЕЫбЦжЕк', 'ЖЩЮ', 'ашооЩ', 'ёъЩбяЯе', 'зщЙяб', '=', '2', '345', '678']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5316,"['железнодорожные', 'перевозки']","['O', 'O']"
5317,"['радар:', 'Radar']","['O', 'O']"
5318,"['Управление', 'боевым', 'обеспечением', 'войск', '(сил)']","['O', 'O', 'O', 'O', 'O']"
5319,"['MIHALKOV', '_', '2023', '_', 'final', '-', '2', '.', 'xlsx']","['U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5320,"['Рассрочка', 'на', 'лечение', 'зубов', '-', 'до', '12', 'месяцев', 'без', 'процентов.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5321,"['Химическая', 'технология', 'синтетических', 'биологических', 'активных', 'веществ']","['O', 'O', 'O', 'O', 'O', 'O']"
5322,"['Авиа-', 'и', 'ракетостроение']","['O', 'O', 'O']"
5323,"['Д', '.', 'Разумов', 'отметил', ',', 'что', 'противоречия', 'между', 'группой', '""', 'ОНЭКСИМ', '""', 'и', 'предыдущим', 'менеджментом', ',', 'о', 'которых', 'писали', 'СМИ', 'в', 'последние', 'дни', ',', 'могут', 'быть', 'урегулированы', 'в', 'конструктивном', 'режиме', 'в', 'самое', 'ближайшее', 'время', '.']","['O', 'O', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5324,['gfuVdLmY9b9e1905f9e66a31b2d4919ddc35e448'],['O']
5325,"['config', 'ARCH_EXYNOS4']","['O', 'O']"
5326,"['конфы:', 'Confluence']","['O', 'O']"
5327,"['ФИЛИАЛ', 'ОАО', '""СБЕРБАНК""', 'В', 'Г.', 'МЫТИЩИ']","['O', 'O', 'O', 'O', 'O', 'U-CITY']"
5328,"['1C:', '1C']","['O', 'O']"
5329,"['2022-09-09', '12:41:54']","['O', 'O']"
5330,"['НосоВ', 'Михаил', 'ХерСОН', 'Программист']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-CITY', 'O']"
5331,"['До', 'этого', 'два', 'года', 'подряд', 'председателями', 'выступали', 'американские', 'режиссёры', 'и', 'продюсеры']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5332,"['Цитата', 'скомпилирована', 'по', 'разным', 'источникам', 'Ранее', 'в', 'отставку', 'подал', 'министра', 'финансов', 'Андрей', 'Бертончель']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME']"
5333,"['Католический', 'собор', 'Сладчайшего', 'Имени', 'Марии']","['O', 'O', 'O', 'O', 'U-FIRST_NAME']"
5334,['PLSQL'],['O']
5335,"['Доп.офис', '№9345/0737']","['O', 'O']"
5336,"['PISMO', 'OT', 'SMIRNOGO', 'MIKHAILA', 'ALEKSANDROVICH']","['O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
5337,"['Филиал', 'ООО', '""Газпромбанк""', 'в', 'г.', 'Сочи']","['O', 'O', 'O', 'O', 'O', 'U-CITY']"
5338,"['Решение', 'Омского', 'городского', 'Совета', 'от', '13.02.08', '№', '102']","['O', 'U-REGION', 'O', 'O', 'O', 'O', 'O', 'O']"
5339,"['R:', 'R']","['O', 'O']"
5340,"['р', 'Любовь', '2006', 'г']","['O', 'U-FIRST_NAME', 'O', 'O']"
5341,['M0/x6!Rf98324666a91e63f13ddcbe8ce9f19a97'],['O']
5342,"['Режиссура', 'аудиовизуальных', 'искусств']","['O', 'O', 'O']"
5343,['https://www.google.com/'],['O']
5344,"['tmpfs', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '16G', '', '1.5G', '', '', '15G', '', '10%', '/run']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5345,"['root', '', '', '', '', '1693645', '1693644', '', '0', '12:22', 'pts/2', '', '', '', '00:00:00', 'su', '-']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5346,"['дашборды:', 'Dashboard']","['O', 'O']"
5347,"['из', 'Свердловской', 'области', 'награждены', 'медалями', '16', 'ноября', '2018', 'года', 'первый', 'заместитель', 'губернатора', 'Свердловской', 'области', 'заместитель', 'губернатора', 'Свердловской', 'области', 'губернатора', 'Свердловской', 'области', 'Алексей', 'Орлов', 'и', 'член', 'Совета', 'Федерации', 'Федерального', 'Собрания', 'Российской', 'Федерации', 'Совета', 'Федерации', 'Федерального', 'Собрания', 'Российской', 'Федерации', 'Федерального', 'Собрания', 'Российской', 'Федерации', 'Аркадий', 'Чернецкий', 'вручили', 'медали', 'и', 'награды', '10', 'свердловским', 'школьникам', 'совершившим', 'героические', 'и', 'мужественные', 'поступки', 'Школьникам', 'вручили', 'медали', 'общественной', 'организации', 'Российский', 'союз', 'спасателей', 'Российский', 'союз', 'спасателей', 'За', 'спасение', 'жизни', 'и', 'За', 'мужество', 'в', 'спасении', 'а', 'также', 'Благодарность', 'за', 'мужество', 'и', 'самоотверженность', 'проявленные', 'при', 'спасении', 'человеческой', 'жизни', 'Сегодня', 'был', 'награждён', 'Владимир', 'Терехин', 'из', 'посёлка', 'Илим', 'Шалинского', 'района', 'который', 'в', 'июле', '2018', 'года', 'спас', 'собственную', 'сестру', 'из', 'местного', 'пруда', 'Девочка', 'зашла', 'в', 'воду', 'слишком', 'далеко', 'и', 'стала', 'тонуть']","['O', 'U-REGION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'U-REGION', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COUNTRY', 'L-COUNTRY', 'O', 'O', 'O', 'O', 'B-COUNTRY', 'L-COUNTRY', 'O', 'O', 'B-COUNTRY', 'L-COUNTRY', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'U-CITY', 'U-DISTRICT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5348,"['2022-09-09', '12:35:15']","['O', 'O']"
5349,"['Мастер', 'по', 'обработке', 'цифровой', 'информации']","['O', 'O', 'O', 'O', 'O']"
5350,"['химическая', 'промышленность']","['O', 'O']"
5351,"['Звукорежиссура', 'культурно-массовых', 'представлений', 'и', 'концертных', 'программ']","['O', 'O', 'O', 'O', 'O', 'O']"
5352,['Биоток'],['O']
5353,"['Колорирование', 'и', 'художественное', 'оформление', 'изделий', 'легкой', 'промышленности']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5354,['https://stalepromishlennaja.ru/author.php'],['O']
5355,"['христофари:', 'христофари']","['O', 'O']"
5356,"['Вокальное', 'искусство']","['O', 'O']"
5357,"['Хальмстад', '(', 'футбольный', 'клуб', ')']","['U-CITY', 'O', 'O', 'O', 'O']"
5358,['Оренсал'],['O']
5359,"['Строительство,', 'эксплуатация,', 'восстановление', 'и', 'техническое', 'прикрытие', 'автомобильных', 'дорог,', 'мостов', 'и', 'тоннелей']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5360,['Астон'],['O']
5361,['Оленевод-механизатор'],['O']
5362,"['Предоставлен', 'кредит', 'по', 'кредитной', 'карте']","['O', 'O', 'O', 'O', 'O']"
5363,"['/dev/sda2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1014M', '', '264M', '', '751M', '', '26%', '/boot']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5364,"['Дата', 'начала', 'работы', 'сотрудника', 'в', 'компании']","['O', 'O', 'O', 'O', 'O', 'O']"
5365,"['Строительство', 'и', 'эксплуатация', 'инженерных', 'сооружений']","['O', 'O', 'O', 'O', 'O']"
5366,"['Материалы', 'и', 'компоненты', 'твердотельной', 'электроники']","['O', 'O', 'O', 'O', 'O']"
5367,"['ВЛАДИ́МИР', 'АЛЕКСА́НДРОВИЧ', 'ЗЕЛЕ́НСКИЙ', '(', 'УКР', '.', 'ВОЛОДИМИР', 'ОЛЕКСАНДРОВИЧ', 'ЗЕЛЕНСЬКИЙ', ';', 'РОД', '.', '25', 'ЯНВАРЯ', '1978', ',', 'КРИВОЙ', 'РОГ', ',', 'УКРАИНСКАЯ', 'ССР', ',', 'СССР', '[6]', ')', '—', 'УКРАИНСКИЙ', 'ГОСУДАРСТВЕННЫЙ', 'И', 'ПОЛИТИЧЕСКИЙ', 'ДЕЯТЕЛЬ', '.', 'ПРЕЗИДЕНТ', 'УКРАИНЫ', 'И', 'ВЕРХОВНЫЙ', 'ГЛАВНОКОМАНДУЮЩИЙ', 'ВООРУЖЁННЫХ', 'СИЛ', 'УКРАИНЫ', 'С', '20', 'МАЯ', '2019', 'ГОДА', '[7]', '[8]', '[9]', '.']","['U-FIRST_NAME', 'U-MIDDLE_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CITY', 'L-CITY', 'O', 'B-COUNTRY', 'L-COUNTRY', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5368,"['Изобразительное', 'искусство']","['O', 'O']"
5369,['79266954829'],['O']
5370,"['Организация', 'обслуживания', 'в', 'сфере', 'сервиса']","['O', 'O', 'O', 'O', 'O']"
5371,"['Город', 'находится', 'на', 'высоте', '177', 'метров', 'над', 'уровнем', 'моря', ',', 'в', '180', 'км', 'к', 'северу', 'от', 'Милуоки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O']"
5372,"['Расчет', 'НДС.', 'Продукт', '""Считаю', 'НДС""']","['O', 'O', 'O', 'O', 'O']"
5373,"['-', 'Нижний', 'Новгород', '-', 'крупнейший', 'город', 'Приволжского', 'федерального', 'округа', '.', 'Население', 'города', 'составляет', 'более', '1,2', 'миллиона', 'человек', '.\n']","['O', 'B-CITY', 'L-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5374,"['Мэром', 'Детройта', 'избран', 'бывший', 'игрок', 'НБА']","['O', 'U-CITY', 'O', 'O', 'O', 'O']"
5375,"['Россия', '-', 'это', 'огромная', 'страна', ',', 'которая', 'включает', 'в', 'себя', 'множество', 'регионов', '.', 'Среди', 'них', 'можно', 'выделить', 'следующие', ':\n', '\n']","['U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5376,"['В', 'фильме', 'рассказывается', 'о', 'молодой', 'паре', ',', 'путешествующей', 'по', 'США', 'в', 'поисках', 'идеального', 'места', 'для', 'создания', 'собственной', 'семьи', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5377,['Русэнергосбыт'],['O']
5378,"['по', '2ГИС', 'в', 'режиме', 'ожидания\t']","['O', 'O', 'O', 'O', 'O']"
5379,['Историко-архивоведение'],['O']
5380,"['systemd[1]:', 'Stopping', 'User', 'runtime', 'directory', '/run/user/0...']","['O', 'O', 'O', 'O', 'O', 'O']"
5381,"['Карандаш', '(', 'тюрк.', 'karadaş', ',', '«', 'кара', '»', '—', 'чёрный', ',', '«', 'даш', '»', '—', 'камень', ',', 'досл.', ':', '«', 'чёрный', 'камень', '»', ')', '[1]', '—', 'инструмент', 'в', 'виде', 'стержня', ',', 'изготавливаемого', 'из', 'пишущего', 'материала', '(', 'угля', ',', 'графита', ',', 'сухих', 'красок', 'и', 'тому', 'подобного', ')', ',', 'применяемый', 'для', 'письма', ',', 'рисования', ',', 'черчения', ',', 'маркировки', ',', 'разметки', '(', 'в', 'строительстве', 'и', 'на', 'производстве', ')', ',', 'а', 'также', 'в', 'косметических', 'и', 'других', 'похожих', 'целях', '.', 'Часто', ',', 'в', 'целях', 'удобства', ',', 'пишущий', 'стержень', 'карандаша', 'вставляется', 'в', 'специальную', 'оправу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5382,"['chrony', '', '', '2252401', '', '', '', '', '', '', '1', '', '0', 'Mar16', '?', '', '', '', '', '', '', '', '00:00:00', '/usr/sbin/chronyd', '-4']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5383,['5F;gi{0Vd164d00caf0214a10b137b72e6173f9c'],['O']
5384,"['Лесной', 'кодекс', '(ЛК', 'РФ)']","['O', 'O', 'O', 'U-COUNTRY']"
5385,['URGH'],['O']
5386,"['ДЗО:', 'ДЗО']","['O', 'O']"
5387,"['Зорбас', ',', 'Николаос']","['U-LAST_NAME', 'O', 'U-FIRST_NAME']"
5388,"['2022-09-09', '12:51:56']","['O', 'O']"
5389,"['2779303', 'learn_d+', '', '20', '', '', '0', '', '564104', '265588', '', '', '8952', 'S', '', '', '0.7', '', '', '0.8', '193:12.68', 'jupyter-no']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5390,"['каб:', 'КАБ']","['O', 'O']"
5391,"['джаббер:', 'Jabber']","['O', 'O']"
5392,"['-', 'Казань', '-', 'столица', 'Республики', 'Татарстан', 'и', 'крупный', 'культурный', 'центр', 'России', '.', 'Население', 'города', 'превышает', '1,2', 'миллиона', 'человек', '.\n']","['O', 'U-CITY', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5393,['qgJ2BJYQb33da9458f35da1a116b43fa9e4dd292'],['O']
5394,"['Возобновление', 'АТ']","['O', 'O']"
5395,"['Динамика', 'полета', 'и', 'управление', 'движением']","['O', 'O', 'O', 'O', 'O']"
5396,"['Книжное', 'дело']","['O', 'O']"
5397,"['Электромонтер', 'по', 'ремонту', 'электросетей']","['O', 'O', 'O', 'O']"
5398,"['Управляющие,', 'пилотажно-навигационные', 'и', 'электро-энергетические', 'комплексы', 'летательных', 'аппаратов']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5399,"['2022-09-09', '12:42:40']","['O', 'O']"
5400,"['АНГЛО-ПОРТУГАЛЬСКИЙ', 'ДОГОВОР', '(', 'ПОДПИСАН', 'В', '1373', 'ГОДУ', ')', ':', 'ВЕЛИКОБРИТАНИЯ', ',', 'ПОРТУГАЛИЯ', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O']"
5401,"['РЕГИОНАЛЬНАЯ', 'СИСТЕМА', 'ОБОРОНЫ', '(', 'RSS', ')', '(', 'СОЗДАНА', 'В', '1982', 'ГОДУ', ')', ':', 'АНТИГУА', 'И', 'БАРБУДА', ',', 'БАРБАДОС', ',', 'ДОМИНИКА', ',', 'СЕНТ-ВИНСЕНТ', 'И', 'ГРЕНАДИНЫ', ',', 'СЕНТ-ЛЮСИЯ', ',', 'СЕНТ-КИТС', 'И', 'НЕВИС', '(', 'С', '1983', ')', ',', 'ГРЕНАДА', '(', 'С', '1985', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COUNTRY', 'I-COUNTRY', 'L-COUNTRY', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O', 'B-COUNTRY', 'I-COUNTRY', 'L-COUNTRY', 'O', 'U-COUNTRY', 'O', 'B-COUNTRY', 'I-COUNTRY', 'L-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O']"
5402,['Радиотехника'],['O']
5403,"['Об', 'этом', 'говорится', 'в', 'официальном', 'пресс', '-', 'релизе', '""', 'Норильского', 'никеля', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5404,"['Технология', 'хранения', 'и', 'переработки', 'растениеводческой', 'продукции']","['O', 'O', 'O', 'O', 'O', 'O']"
5405,['102.236.111.225'],['O']
5406,"['Связи', 'с', 'общественностью']","['O', 'O', 'O']"
5407,['https://picsum.photos/396/436'],['O']
5408,"[""'"", ""''"", 'Но́ве-За́мки', ""''"", ""'"", '(', ',', ',', ',', ')', '—', 'город', 'в', 'юго-западной', 'Словакии', 'на', 'реке', 'Нитра', '.']","['O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O']"
5409,['223.187.254.61'],['O']
5410,"['Программирование', 'в', 'компьютерных', 'системах']","['O', 'O', 'O', 'O']"
5411,"['Мужчина', ',', 'г', '.', 'Киев', ',', 'Бизнесмен']","['O', 'O', 'O', 'O', 'U-CITY', 'O', 'O']"
5412,"['WHERE', 'opc.oid', '>=', '16384', 'AND', 'NOT', 'amvalidate(opc.oid);']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5413,"['дашборд:', 'Dashboard']","['O', 'O']"
5414,"['Электроника', 'и', 'наноэлектроника']","['O', 'O', 'O']"
5415,"['САНКТ-ПЕТЕРБУРГСКОЕ', 'ОТДЕЛЕНИЕ', '№6734', 'ПАО', 'СБЕРБАНК', 'РОССИИ']","['U-REGION', 'O', 'O', 'O', 'O', 'U-COUNTRY']"
5416,"['арису:', 'Aris']","['O', 'O']"
5417,"['Ядерные', 'реакторы', 'и', 'материалы']","['O', 'O', 'O', 'O']"
5418,"['почты:', 'Почта']","['O', 'O']"
5419,['ЦЫЫЖАДОЗБИЦЙХЦ'],['O']
5420,['BULGAKOV'],['U-LAST_NAME']
5421,"['Лидер,', 'ИТ-лидер']","['O', 'O']"
5422,"['Конрадо', 'дель', 'Кампо-и-Сабалета']","['U-FIRST_NAME', 'B-LAST_NAME', 'L-LAST_NAME']"
5423,"['РКП.', 'КО.', 'Платежи', 'физических', 'лиц', '(РКП', 'НеоАктив)']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5424,"['МЕМОРАНДУМ', 'О', 'ГАРАНТИЯХ', 'БЕЗОПАСНОСТИ', 'В', 'СВЯЗИ', 'С', 'ПРИСОЕДИНЕНИЕМ', 'РЕСПУБЛИКИ', 'КАЗАХСТАН', 'К', 'ДОГОВОРУ', 'О', 'НЕРАСПРОСТРАНЕНИИ', 'ЯДЕРНОГО', 'ОРУЖИЯ', '(', 'ПОДПИСАН', 'В', '1994', 'ГОДУ', ')', '[15]', ':', 'ВЕЛИКОБРИТАНИЯ', '(', 'ГАРАНТ', ')', ',', 'РОССИЯ', '(', 'ГАРАНТ', ')', ',', 'США', '(', 'ГАРАНТ', ')', ',', 'КАЗАХСТАН', '(', 'ГОСУДАРСТВО', ',', 'КОТОРОМУ', 'ГАРАНТИРОВАНА', 'ЗАЩИТА', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5425,"['2022-09-09', '12:35:48']","['O', 'O']"
5426,"['С', '2017', 'года', 'встречалась', 'с', 'певцом', 'The', 'Weeknd', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5427,['https://gruppa.com/'],['O']
5428,"['ТОВАР', '«ЧАЙ»', 'ВЕС', '100', 'ГРАММ', 'ЦЕНА', '100', 'РУБЛЕЙ', 'СТРАНА', 'ПРОИЗВОДСТВА', 'КИТАЙ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY']"
5429,['fraud'],['O']
5430,['Теплоэнергетика'],['O']
5431,['Физиотерапия'],['O']
5432,['system_admin'],['O']
5433,['Транснефтьсервис-С'],['O']
5434,"['Мультинациональная', 'компания', 'с', 'филиалами', 'в', '10', 'странах']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5435,['SEK'],['O']
5436,"['Джон', 'Маккейн', 'известен', 'как', 'один', 'из', 'наиболее', 'последовательных', 'американских', 'политиков', 'выступающих', 'за', 'ужесточение', 'санкций', 'против', 'России']","['U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY']"
5437,"['Куликова', 'Елена', 'Алексеевна\n', 'Отдел продаж', 'Самара\n', '+7', '846', '555-66-77,', 'ea.kulikova@sales.tensor.ru']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'U-CITY', 'O', 'O', 'O', 'O']"
5438,['Нейрохирургия'],['O']
5439,"['Патологическая', 'анатомия']","['O', 'O']"
5440,"['Sevastopol', '—', 'gorod', 'federalnogo', 'znacheniya', ',', 'administrativnyj', 'centr', 'Avtonomnoj', 'Respubliki', 'Krym', '.']","['U-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O']"
5441,"['Конструкторско-технологическое', 'обеспечение', 'автоматизированных', 'машиностроительных', 'производств']","['O', 'O', 'O', 'O', 'O']"
5442,['сбол'],['O']
5443,"['frequencу:', 'Frequencу']","['O', 'O']"
5444,"['Добрый', 'день!', 'Хотелось', 'бы', 'оформить', 'заказ', 'на', 'товары', 'из', 'каталога', 'в', 'интернет-магазине', 'на', 'сумму', '2500', 'рублей.', 'Доставка', 'не', 'требуется,', 'заберу', 'сам.', 'Спасибо!', '']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5445,"['29', 'декабря', '2014', 'года']","['O', 'O', 'O', 'O']"
5446,"['learn_d+', '3803278', '3803277', '', '0', 'Mar28', '?', '', '', '', '', '', '', '', '00:00:00', 'bash']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5447,"['systemd[1]:', 'Removed', 'slice', 'User', 'Slice', 'of', 'UID', '0.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5448,"['Бесплатная', 'консультация', 'от', 'эксперта', 'при', 'первой', 'встрече']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5449,"['производство', 'цемента']","['O', 'O']"
5450,"['Математическое', 'обеспечение', 'и', 'администрирование', 'информационных', 'систем']","['O', 'O', 'O', 'O', 'O', 'O']"
5451,"['Проектирование', 'и', 'технология', 'радиоэлектронных', 'средств']","['O', 'O', 'O', 'O', 'O']"
5452,"['гОрОД', 'СИНГАПУР', 'находится', 'в', 'юго-восточной', 'азии', '.']","['O', 'U-CITY', 'O', 'O', 'O', 'O', 'O']"
5453,"['KOROHEVA', '@INBOX.RU']","['U-LAST_NAME', 'O']"
5454,"['2022-09-13', '19:36:16']","['O', 'O']"
5455,"['возможность', 'снизить', 'цену,', 'поторговавшись', 'с', 'собственником.']","['O', 'O', 'O', 'O', 'O', 'O']"
5456,"['artisan:', 'Embarcadero', 'DBArtisan']","['O', 'O', 'O']"
5457,['Бизнес-информатика'],['O']
5458,"['Мужчина', ',', 'г', '.', 'Париж', ',', 'Художник']","['O', 'O', 'O', 'O', 'U-CITY', 'O', 'O']"
5459,"['Горячая', 'вода']","['O', 'O']"
5460,"['Раскройщик', 'материалов']","['O', 'O']"
5461,['JFC'],['O']
5462,"['8-й', 'стрелковый', 'корпус', '(', '2-го', 'формирования', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5463,"['(7,38', '×', '1,18', '+', '1,03', '×', '1,18)', '×', '(3,510', '+', '5,472)', '×', '2']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5464,['Оптотехника'],['O']
5465,"['Я', 'предлагал', 'на', 'эту', 'роль', 'Украину', ',', 'но', 'они', 'не', 'захотели', '.']","['O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O']"
5466,['Агрономия'],['O']
5467,"['Производство', 'изделий', 'из', 'бумаги', 'и', 'картона']","['O', 'O', 'O', 'O', 'O', 'O']"
5468,"[""'"", ""''"", '1', ""''"", ""'"", 'Бахчисарайский', 'район']","['O', 'O', 'O', 'O', 'O', 'U-DISTRICT', 'O']"
5469,"['Высоковольтная', 'электроэнергетика', 'и', 'электротехника']","['O', 'O', 'O', 'O']"
